SMILES,Cluster_at_cutoff_0.2,Cluster_at_cutoff_0.3,Cluster_at_cutoff_0.25,Cluster_at_cutoff_0.35,Cluster_at_cutoff_0.4,Cluster_at_cutoff_0.45,Cluster_at_cutoff_0.5,Cluster_at_cutoff_0.55,Cluster_at_cutoff_0.6,Cluster_at_cutoff_0.65,Cluster_at_cutoff_0.75,Cluster_at_cutoff_0.7,Cluster_at_cutoff_0.8,Cluster_at_cutoff_0.85,Cluster_at_cutoff_0.9,Cluster_at_cutoff_0.95,Cluster_at_cutoff_0.99
COCCNCC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1.Cl,72557,61647,67484,7205,1488,661,790,1016,964,352,316,489,0,0,0,0,0
C#CC(CC)(CC)NCC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1.Cl,72556,5190,8828,4205,1488,661,790,1016,964,352,149,489,0,0,0,0,0
C#CC(C)(C)NCC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1.Cl,72555,5190,8828,4205,1488,661,790,1016,964,352,316,489,0,0,0,0,0
CC(=O)Nc1ccccc1C(=O)c1ccccc1,72554,61646,67483,54499,46701,5112,3298,1215,652,316,0,7,0,0,0,0,0
CCN(CCO)CC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1,72553,11287,67482,13653,15514,661,790,1016,964,352,316,489,0,0,0,0,0
C=C(C)CNCC(=O)Nc1ccc(Cl)cc1C(=O)c1ccccc1.Cl,72552,61645,67481,54498,9090,1052,1123,1239,1066,352,156,489,0,0,0,0,0
C#CC1(NCC(=O)N(C)c2ccc(Cl)cc2C(=O)c2ccccc2)CCCCC1.Cl,72551,61644,67480,54497,9089,661,790,1016,964,734,316,489,0,1,0,0,0
CN(CCO)CC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1,72550,11287,67479,7201,1488,661,790,1016,964,352,316,489,0,0,0,0,0
C=CCNCC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1.Cl,72549,61643,67478,7205,1488,661,790,1016,964,352,124,489,0,0,0,0,0
Cc1ccnc(NC(=O)Cc2cccc(C(=O)c3ccccc3)c2)c1,72548,61642,67477,54496,46700,39728,11637,16079,2343,8167,124,51,0,0,0,0,0
CC(=O)NCc1ccccc1,72547,61641,67476,54495,6072,3795,1193,246,101,11,0,7,0,0,0,0,0
Cl.O=C(CNCc1ccccc1)NC1CC2CCC1C2,72546,61640,67475,54494,46699,39727,11683,9283,2653,2374,15,52,4,0,0,0,0
O=C(CCl)NCc1ccccc1,72545,61639,67474,9452,11377,3795,1193,246,101,21,9,9,0,0,0,0,0
CCN(CC)CCCN(Cc1ccccc1)C(=O)COc1ccc(Cl)cc1,72544,61638,67473,54493,46698,16423,16711,9279,3178,1405,6,157,0,0,0,0,0
CCCCN(CCCC)CC(=O)NCc1ccccc1.Cl,72543,2780,8827,2639,2748,3787,2273,246,101,21,4,23,0,0,0,0,0
CCN(CC)CC(=O)NCc1ccccc1.Cl,6281,2780,8809,2639,2748,3787,2273,246,101,10,4,1,0,0,0,0,0
CCN(CC)C(C(=O)NCc1ccccc1)c1ccccc1.Cl,72542,11280,8823,13646,5736,7056,6499,4230,101,21,7,23,0,0,0,0,0
CN(C)CC(=O)NCc1ccccc1.Cl,72541,61637,67472,2639,2748,3787,1193,246,101,21,4,9,0,0,0,0,0
CCCN(CCC)CC(=O)NCc1ccccc1.Cl,72540,2780,8827,2639,2748,3787,2273,246,101,21,4,23,0,0,0,0,0
O=C(CF)N(Cc1ccccc1)c1cccc2ccccc12,72539,61636,67471,54492,9065,2885,2703,2631,1773,2107,47,71,13,0,0,0,0
CC(=O)NC1CCC(Cc2ccccc2)CC1,72538,61635,67470,54491,46697,39726,7298,11968,1150,1700,9,508,0,0,0,0,0
Cc1nc([N+](=O)[O-])c(SCC(N)=O)n1Cc1ccccc1,72537,5162,67469,4203,5735,7062,5128,5007,5958,6540,75,3402,0,0,0,0,0
Cl.O=C(CN1CCOCC1)NCc1ccccc1,4524,2779,6489,1349,1619,1871,343,170,82,21,5,10,1,0,0,0,0
CN(C)C(=O)CN(Cc1ccccc1)C1C(=O)C2(C)CCC1C2(C)C,72536,61634,67468,54490,46696,39725,6487,3564,3698,2912,343,2883,4,0,0,0,0
Cl.O=C(CN1CCCCC1)NCc1ccccc1,1252,2779,2157,1349,1619,1871,1631,1107,56,6,1,2,1,0,0,0,0
Br.COc1cc(CC(=O)N(Cc2ccccc2)c2ccccn2)cc(OC)c1OC,72535,61633,67467,54489,46695,39724,32074,26642,21170,2151,3,792,0,0,0,0,0
Cl.O=C(CN1CCCC1)NCc1ccccc1,1252,2779,2157,1349,1619,1871,1631,1107,101,21,1,2,1,0,0,0,0
NC(=O)CSCc1ccccc1,72534,61632,67466,54488,46694,39723,32073,2078,988,366,0,17,0,0,0,0,0
O=C(NCCSCc1ccccc1)C(Cl)(Cl)Cl,72533,61631,67465,54487,46693,39722,32072,26641,11758,5433,33,300,6,0,0,0,0
CCN(CC)CC(=O)NC1CC2CCC1CC2.Cl,72532,1608,67464,1745,1493,1754,1630,1406,3570,10,9,13,43,5,0,0,0
O=C(Cc1ccc(-c2ccccc2)cc1)Nc1ccccn1,72531,61630,67463,54486,46692,39721,32071,7442,1038,109,15,94,0,0,0,0,0
NC(=O)CN(CCCl)CCCl,6290,11286,8826,13652,15513,10463,3308,2929,1129,2521,143,260,50,13,0,0,0
CCN(CC)C(=O)CN(CCCl)CCCl.Cl,72530,61629,67462,54485,46691,39720,32070,5684,1173,2521,50,260,50,5,0,0,0
Cl.NC(=O)CN(CCCl)CCCl,6290,11286,8826,13652,15513,10463,3308,2929,1129,412,50,260,50,51,0,0,0
CCN(CC)CCN(CCN(CC)CC)C(=O)COc1ccc(Cl)cc1,72529,61628,67461,54484,46690,16423,234,231,521,252,6,32,5,0,0,0,0
Cc1cccc(C)c1NC(=O)CN(C)CCN(C)CCCC(c1ccc(F)cc1)c1ccc(F)cc1.Cl.Cl,6289,11285,8825,13651,15512,10462,4514,2120,737,10,333,13,7,0,0,0,0
Cc1cccc(C)c1NC(=O)CN(C)CCCN(C)CCCC(c1ccc(F)cc1)c1ccc(F)cc1.Cl.Cl,6289,11285,8825,13651,15512,10462,4514,2120,737,10,333,13,7,0,0,0,0
CN(C(=O)CN(CCO)CCO)c1ccc(Cl)cc1C(=O)c1ccccc1Cl.Cl,72528,11279,8822,7201,9085,2236,2596,3092,3179,734,316,843,19,1,0,0,0
O=C(COc1ccc2c(=O)cc(-c3ccccc3)oc2c1)N(CCO)CCO,72527,61627,67460,54483,15374,2867,2264,1745,1767,1037,836,884,78,0,0,0,0
CC(=O)NCC(C)S[Ge](CCC(C)C)(CCC(C)C)SC(C)CNC(C)=O,72526,61626,67459,54482,46689,39719,32069,6521,7325,6829,2496,4124,63,41,1,0,0
CC(C)N(CC(=O)NC(c1ccccc1)c1ccccc1)C(C)C.Cl,72525,61625,67458,54481,2750,2890,1387,1123,470,548,7,46,0,0,0,0,0
CC(C)CN(CC(=O)NC(c1ccccc1)c1ccccc1)CC(C)C,72524,61624,67457,4193,2750,2890,1387,4229,470,548,7,148,0,0,0,0,0
Cc1ccc(SC(Sc2ccc(C)cc2)C(N)=O)cc1,72523,61623,67456,54480,46688,39718,32068,26640,8113,4550,137,1579,38,0,0,0,0
CC(=O)NC1CC2CCC1(C)C2(C)C,72522,61622,67455,54479,46687,4795,3890,3374,2118,1742,919,1448,186,41,0,0,0
NC(=O)CBr,72521,61621,67454,54478,46686,39717,3004,2636,582,354,132,529,36,41,0,0,0
C=C(Br)CN(CCCC)C(C)=O,72520,61620,67453,54477,46685,39716,8541,16078,3181,1492,598,690,233,4,0,0,0
C=C(Br)CN(C(C)=O)C1CCCCC1,72519,61619,67452,54476,46684,39715,32067,26639,9658,7095,353,1686,80,26,0,0,0
C=C(Br)CNC(=O)C(Cl)Cl,72518,61618,67451,54475,46683,13995,9652,8056,6469,3523,1080,2987,859,41,3,0,0
C=C(Br)CN(C)C(C)=O,72517,61617,67450,54474,46682,39714,32066,26638,9658,5941,207,3004,44,9,0,0,0
C=C(Br)CNC(=O)C(F)(F)F,72516,61616,67449,54473,46681,16419,16707,8056,9657,3523,1418,2987,284,41,10,0,0
O=C(CF)NCc1ccc(Br)cc1,72515,61615,67448,54472,46680,39713,16710,16077,1509,996,74,3110,62,4,0,0,0
C=C(Br)CNC(=O)CBr,72514,61614,67447,54471,46679,8194,9653,8868,6469,3523,1572,2987,233,2,10,0,0
O=C(CBr)Nc1ccc(Oc2ccc(Br)cc2)cc1,72513,61613,67446,13649,15511,16422,11681,3083,1509,996,11,65,5,2,0,0,0
CCCCOc1cc(NC(C)=O)ccc1Br,72512,61612,67445,54470,46678,16420,16709,16076,9656,2700,10,184,3,0,0,0,0
COc1ccc(CCNC(=O)CBr)cc1OC,72511,2778,8821,2637,3833,2287,631,309,172,77,23,75,3,2,0,0,0
CCN(CC)CCNC(=O)COc1cc(C)c(Br)c(C)c1.Cl,72510,61611,67444,54469,5724,264,234,231,163,90,23,157,5,0,0,0,0
Cc1ccccc1N1CCN(CCCNC(=O)COc2cc(C)c(Br)c(C)c2)CC1.Cl.Cl,72509,11284,67443,1738,2005,1750,4060,249,145,495,3,111,7,0,0,0,0
Cc1cc(OCC(=O)NCCCN2CCN(C)CC2)cc(C)c1Br.Cl.Cl,72508,61610,67442,7204,3820,2884,1885,925,795,495,202,157,1,1,0,0,0
CCN(CC)CCNC(=O)COc1ccc2cc(Br)ccc2c1.Cl,72507,11283,8824,13650,9088,264,234,231,163,90,23,157,5,2,0,0,0
CN(C)CCNC(=O)COc1ccc2cc(Br)ccc2c1.Cl,72506,11283,8824,13650,9088,16421,11682,9282,2873,90,23,157,33,1,0,0,0
CC(=O)Nc1cc(-c2ccc(Br)cc2)nn1-c1nc(-c2ccccc2)cs1,936,1603,946,858,1458,1387,2226,744,860,1217,705,1137,62,11,0,0,0
CCCCOc1ccc(NCC(=O)N(C)C)cc1,6273,11246,8798,7203,9087,10461,2623,3087,60,58,6,8,3,0,0,0,0
CCCCOc1cc(NC(C)=O)ccc1Cl,72505,61609,67441,54468,46677,16420,16709,16076,9656,493,10,184,3,0,0,0,0
CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2cc(OCC)ccc2OCC)cc1.Cl,72504,5189,67440,4204,1494,1125,1389,654,1405,90,52,563,5,2,0,0,0
CCN(CC)CCNC(=O)COc1ccc(Br)cc1,72503,266,67439,382,398,264,234,231,163,90,6,25,5,0,0,0,0
O=C(CBr)Nc1ccc(Oc2ccccc2)cc1,72502,61608,67438,13649,3816,2230,11681,9281,432,267,0,65,0,0,0,0,0
CCN(CC)CC(=O)Nc1cccc(Br)c1.Cl,72501,61607,67437,13622,2734,1123,302,251,16,10,9,13,5,0,0,0,0
CCN(CC)CC(=O)Nc1ccc(Br)cc1.Cl,72500,61606,67436,7165,875,367,351,251,16,10,9,13,5,2,0,0,0
CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2ccc(OC)cc2OC)cc1.Cl,72499,5189,67435,1749,337,368,580,654,742,90,6,251,3,2,0,0,0
CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2cc(OC)ccc2OC)cc1.Cl,72498,5189,67434,1749,337,368,580,654,742,90,23,251,3,2,0,0,0
CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2ccc(OC)c(OC)c2)cc1.Cl,72497,2781,67433,383,337,368,580,654,742,90,6,244,3,2,0,0,0
CCCCOc1ccc(OCC(=O)NCCN(CC)CC)cc1.Cl,72496,266,67432,382,398,264,234,231,132,90,6,20,3,0,0,0,0
CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2cc(OC)c(OC)c(OC)c2)cc1.Cl,72495,2781,67431,383,337,368,580,654,742,90,6,563,3,2,0,0,0
CCCCOc1ccc(OCC(=O)N(CCN(C)C)c2c(C)cccc2C)cc1.Cl,72494,61605,67430,54467,46676,7063,580,654,742,90,52,20,33,0,0,0,0
CCCCOc1ccc(OCC(=O)N(CCN(C)C)c2cccc(OCC)c2)cc1.Cl,2050,1611,3503,383,337,368,580,654,742,82,20,20,33,0,0,0,0
CCCCOc1ccc(NC(=O)CN(CC)CC)c2cccnc12.Cl.Cl,72493,61604,67429,13648,2316,3246,4487,3893,3029,1560,10,13,5,2,0,0,0
CCCCOc1ccc(NC(=O)CNC(C)C)c2cccnc12.Cl.Cl,72492,61603,67428,13648,2316,3246,4487,3893,3029,1560,10,528,29,0,0,0,0
CCCCOc1ccc(CC(N)=O)cc1C,72491,11282,67427,2602,5700,10460,4048,3557,691,223,10,104,0,0,0,0,0
CCCCNCC(=O)Nc1c(C)cc(OCCc2ccccc2)cc1C,72490,61602,67426,54466,2745,692,1386,3572,741,172,4,17,4,0,0,0,0
CCCCNCC(=O)Nc1c(C)cc(Oc2ccccc2)cc1C,72489,61601,67425,54465,2753,3783,2706,3572,1200,2230,0,298,0,0,0,0,0
CCCCNCC(=O)N(C)CCOc1ccccc1.Cl,72488,61600,67424,54464,15510,10459,1192,1017,2592,58,0,20,0,0,0,0,0
CCCCNCC(=O)N(C)CCOc1ccccc1C.Cl,72487,61599,67423,54463,15510,10459,6483,6096,5182,214,10,25,2,0,0,0,0
CCC(C)NCC(=O)N(C)C(C)COc1ccc(C)cc1C.Cl,72486,61598,67422,54462,46675,10448,11677,3089,5952,4945,134,277,29,0,0,0,0
CCCCNCC(=O)NC(C)COc1ccccc1.Cl,72485,61597,67421,13596,15469,16380,11663,9280,1403,370,6,20,0,0,0,0,0
CCCCNC(=O)CNc1ccnc2cc(Cl)ccc12.Cl,72484,61596,67420,54461,5731,3794,5125,3568,2924,691,262,713,12,1,0,0,0
CC(C)(C)NC(=O)C[NH2+]c1ccnc2cc(Cl)ccc12.[Cl-],72483,61595,67419,54460,46674,39712,32065,26637,11757,5432,819,713,105,1,0,0,0
CCCCC1CCC(NC(=O)C(Cl)Cl)CC1,72482,61594,67418,54459,46673,15236,16708,5008,5959,2120,744,2619,184,1,0,0,0
CC(C)(C)C1CCC(NC(=O)C(Cl)Cl)CC1,72481,61593,67417,54458,46672,39711,32064,5008,5959,6552,1823,4058,1092,91,0,0,0
CC[NH+](CC)CC(=O)NC(C)(C)C.[Cl-],72480,61592,67416,54457,15491,16398,16692,16059,14673,7286,321,638,775,37,2,0,0
CCCCNC(=O)C(c1ccccc1)c1ccccc1,72479,61591,67415,54456,5723,4941,3970,3571,416,44,0,4,0,0,0,0,0
CCCCN(CC)C(C)=O,72478,61590,67414,54455,46671,39710,8541,4226,3181,1152,2,690,10,4,0,0,0
CCCCN(C)CC(=O)Nc1nnc(CC)s1,72477,61589,67413,1746,2742,2887,4072,1106,737,1559,1249,1274,233,4,0,0,0
CCCCN(C)CC(=O)Nc1nnc(C)s1,72476,61588,67412,13647,2752,3788,4065,3566,737,1559,333,1274,136,4,0,0,0
CCCCN(C(C)=O)c1ccsc1[N+](=O)[O-],6268,2771,8787,1747,2740,3782,4064,5001,5178,4552,1968,3241,21,0,0,0,0
CCCCN1CCCC1=NS(=O)(=O)c1ccc(NC(C)=O)cc1,72475,11281,67411,2638,3835,2234,2218,2285,2310,1748,658,1397,52,0,0,0,0
CCCCS(=O)(=O)Nc1ccc(N=C2c3ccccc3[NH2+]c3cc(NC(C)=O)ccc32)cc1.CS(=O)(=O)[O-],72474,61587,67410,54454,46670,39709,32063,26636,21169,15557,249,5595,52,11,0,0,0
CCCCN(C(C)=O)c1c2c(nc3ccccc13)CCCC2,72473,61586,67409,54453,46669,39708,32062,344,1203,120,21,226,13,0,0,0,0
[N-]=[N+]=CC(=O)NCC(N)=O,72472,61585,67408,54452,46668,5111,6496,5683,4359,4771,2141,5294,36,41,0,0,0
O=C(CF)N(Cc1ccccc1)c1ccc2ccccc2c1,72471,61584,67407,54451,46667,39707,11669,7430,4560,794,72,221,25,0,0,0,0
NC(=O)CCl,72470,61583,67406,54450,46666,39706,3004,2636,582,354,132,529,36,41,0,0,0
C=C(Cl)CNC(=O)C(F)(F)F,72469,61582,67405,54449,46665,16419,16707,16075,9657,12270,1418,9281,284,41,0,0,0
CN(C)C(=O)CNc1ccc(Cl)cc1,72468,61581,67404,54448,9092,10467,2623,3087,5181,220,17,32,5,0,0,0,0
CC(=O)Nc1cc2c(cc1Cl)C(=O)c1ccccc1C2=O,72467,61580,67403,54447,46664,39705,32061,26635,2595,305,351,202,14,0,0,0,0
NC(=O)Cc1nc2cc(Cl)ccc2o1,72466,61579,67402,54446,46663,39704,32060,1373,1387,1470,975,2422,195,3,0,0,0
CCN(CC)CC(=O)NCc1ccccc1Cl.Cl,72465,61578,67401,54445,46662,16397,2273,2146,16,10,9,13,5,0,0,0,0
CCN(CC)C(C(=O)NCc1ccccc1Cl)c1ccccc1.Cl,72464,61577,67400,13624,5736,7056,6499,4230,4565,295,38,216,0,0,0,0,0
CCN(CC)C(C(=O)NCc1ccc(Cl)cc1)c1ccccc1.Cl,72463,11280,8823,13646,5736,7056,6499,4230,4565,2109,9,334,1,0,0,0,0
Cc1nc([N+](=O)[O-])c(SCC(N)=O)n1Cc1ccc(Cl)cc1,72462,5162,8790,4203,5735,7062,5128,5007,5958,6540,237,5594,75,4,0,0,0
NC(=O)CSc1c([N+](=O)[O-])ncn1Cc1ccc(Cl)cc1,72461,61576,67399,54444,46661,39703,5128,5007,5958,6540,129,5594,75,3,0,0,0
O=C(CCl)Nc1ccc(Cl)cc1C(=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccccc1,72460,8557,67398,10791,9086,8931,7565,7441,690,2606,156,489,32,12,0,0,0
CCN(Cc1ccc(Cl)o1)C(=O)CCl,72459,61575,67397,7202,3834,2894,4071,4228,3180,3585,565,3510,86,0,0,0,0
O=C(CCl)N(CCO)Cc1ccc(Cl)o1,72458,61574,67396,7199,3832,2894,4071,4228,3180,3585,2833,3510,146,3,0,0,0
CN(Cc1ccc(Cl)o1)C(=O)CCl,72457,61573,67395,13641,3834,2894,4071,4228,3180,3585,2833,3510,146,0,0,0,0
CC(C)N(Cc1ccc(Cl)o1)C(=O)CCl,72456,61572,67394,54443,46660,2894,4071,4228,3180,3585,2833,3510,146,0,0,0,0
CN(C(=O)CNC1CCCC1)c1ccc(Cl)cc1C(=O)c1ccccc1Cl.Cl,72455,61571,67393,13645,3549,2236,2596,3092,964,734,316,1039,80,1,0,0,0
C#CC(C)(C)NCC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1Cl.Cl,72454,5190,67392,4205,3549,2236,2596,3092,964,734,316,1039,19,1,0,0,0
CN(CCO)CC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,72453,11279,8822,7201,9085,2236,2596,3092,3179,734,316,1039,80,0,0,0,0
CCc1cccc(CC)c1N(CCl)C(=O)CCl,72452,61570,67391,54442,5707,2881,1884,1756,1626,1561,532,483,0,0,0,0,0
O=C(CCl)NCCc1cccc(Cl)c1,72451,61569,67390,54441,46659,16418,11680,7440,283,2373,85,815,18,2,0,0,0
CC(C)N(Cc1cc(Oc2ccc(Cl)cc2)co1)C(=O)CCl,72450,61568,67389,54440,46658,39702,32059,26634,14677,1165,808,229,18,4,0,0,0
CN1C(=CC(N)=O)CN=C(c2ccccc2Cl)c2cc(Cl)ccc21,72449,61567,67388,54439,46657,39701,32058,3640,2627,248,350,574,94,3,0,0,0
N#CCCNC(=O)CCl,72448,61566,67387,54438,46656,39700,32057,9273,5953,12269,373,3665,757,41,1,0,0
C=CCN(CC=C)C(=O)CCl,72447,61565,67386,54437,46655,39699,32056,26633,11753,10550,879,2129,644,23,0,0,0
CCC(NC(=O)CCl)c1ccc(Cl)c(Cl)c1,72446,61564,67385,13632,15500,1940,1777,1644,1460,696,42,1400,24,0,0,0,0
CCN(CC)C(=O)CCl,72445,61563,67384,54436,46654,39698,8061,4226,3180,398,19,529,44,0,0,0,0
CCNc1nc(Cl)nc(NC(C)C)n1.CCc1cccc(CC)c1N(COC)C(=O)CCl,72444,61562,67383,54435,5733,2881,1884,655,797,752,1303,1021,146,0,0,0,0
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-].CCc1cccc(CC)c1N(COC)C(=O)CCl,72443,61561,67382,54434,46653,506,585,613,901,1874,312,1370,116,0,0,0,0
CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,72442,61560,67381,54433,46652,39697,1884,3970,1626,1561,532,483,5,0,0,0,0
CNC(=O)Oc1ccc(NC(=O)C(F)(F)Cl)c(C)c1,72441,61559,67380,54432,5268,10458,3853,370,3569,73,61,68,28,0,0,0,0
CCN(CC)CCNC(=O)CSC1Cc2cc(Cl)ccc2Sc2ccccc21,72440,61558,67379,54431,46651,16417,2897,2093,1562,2325,23,192,5,1,0,0,0
CC(=O)Nc1ccc(C(=O)CSC2=NCCN2)cc1Cl.Cl,72439,61557,67378,11683,7977,2657,1319,1670,1583,1455,466,719,24,1,0,0,0
O=C(CCl)NC1=Nc2ncccc2C(=O)NN1,72438,5188,5577,3182,4483,5830,6491,7436,7380,7559,4317,6857,135,1,0,0,0
COc1ccc(C(=O)c2ccc(OC)c(NC(=O)CCl)c2)c(OC)c1,72437,61556,67377,54430,46650,39696,16706,11967,2590,4944,82,251,3,2,0,0,0
COc1ccc(CCNC(=O)CCl)cc1OC,72436,2778,8821,2637,3833,2287,631,309,172,77,23,75,3,1,0,0,0
CC(=O)Nc1ccc(S(=O)(=O)N(C)C)cc1Cl,72435,61555,67376,54429,46649,16415,16705,11966,6811,1171,351,1681,24,9,0,0,0
COCCN(C(=O)CCl)c1c(C)cccc1C,72434,61554,67375,54428,46648,39695,8540,7439,1626,686,77,483,0,0,0,0,0
Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl,72433,61553,67374,54427,46647,39694,32055,7439,9655,686,259,483,33,0,0,0,0
CN(C)N=Nc1cccc(NC(=O)CCl)c1,72432,7513,5576,9702,3127,3217,2918,5006,2150,301,61,406,52,2,0,0,0
COCC(C)N(C(=O)CCl)c1c(C)csc1C,72431,61552,67373,54426,46646,39693,6445,16074,14676,9174,77,483,31,0,0,0,0
CCC1(N(C)C(=O)CCl)C(=O)c2ccccc2C1=O,72430,61551,67372,13628,9068,5110,4486,4429,5399,928,163,3191,0,0,0,0,0
CCOc1ccc(CCNC(=O)CCl)cc1OC,3653,2778,5394,2637,3833,7061,5127,3570,172,77,23,75,31,0,0,0,0
CCOCN(C(=O)CCl)c1c(C)cccc1CC,72429,5187,8791,4202,5734,5109,1884,1756,1626,1561,259,483,0,0,0,0,0
CCOCN(C(=O)CCl)c1c(C)cccc1OC(C)C,72428,61550,67371,54425,9082,5109,6498,1756,1626,1561,243,483,18,0,0,0,0
CCCOc1cccc(C)c1N(COCC)C(=O)CCl,72427,11278,67370,13644,9084,10457,6498,1756,1626,1561,420,483,33,0,0,0,0
CCCOCN(C(=O)CCl)c1c(C)cccc1OCC,72426,11278,67369,13644,9084,10457,6498,1756,1626,1561,648,483,33,0,0,0,0
CC(Cl)CN(CCCl)CC(N)=O.Cl,72425,61549,67368,11514,13336,14403,3308,3232,3301,2521,50,1212,184,13,0,0,0
O=C(CF)NCCCl,72424,61548,67367,54424,46645,39692,32054,26632,5953,9173,373,787,239,41,16,0,0
CCN(Cc1ccc(COC)o1)C(=O)CCl,72423,11276,67366,13643,3832,2894,4071,6105,3180,3585,623,3510,86,0,0,0,0
CCN(Cc1ccc(C)o1)C(=O)CCl,72422,61547,67365,7199,3834,2894,4071,4227,3180,3585,623,3510,86,0,0,0,0
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC.CSc1nnc(C(C)(C)C)c(=O)n1N,72421,61546,67364,54423,15509,6983,6445,5005,5957,5524,2625,4238,33,0,0,0,0
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1.CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,72420,11277,67363,7200,5733,6983,6445,5005,5957,1561,1303,4238,774,0,0,0,0
CCNc1nc(Cl)nc(NC(C)C)n1.CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,72419,11277,67362,7200,5733,6983,6445,5005,797,752,1303,1021,774,0,0,0,0
CC(=O)N(CCCl)N=O,72418,61545,67361,54422,46644,16416,11679,1122,1129,65,143,105,31,5,0,0,0
CC(=O)Nc1c(Cl)cc2c3c(cccc13)-c1ccccc1-2,72417,61544,67360,54421,46643,39691,32053,26631,21168,494,494,6719,24,0,0,0,0
O=C(Nc1ccc2c(c1Cl)Cc1ccccc1-2)C(F)(F)F,72416,61543,67359,54420,46642,39690,32052,26630,21167,12268,1153,5593,91,5,0,0,0
COCc1ccc(CN(CCO)C(=O)CCl)o1,72415,11276,67358,13643,3832,5108,5126,6105,3180,3873,648,3510,31,2,0,0,0
Cc1ccc(CN(CCO)C(=O)CCl)o1,72414,61542,67357,7199,3832,5108,5126,4227,3180,3873,623,3510,31,0,0,0,0
CS(=O)(=O)c1ccc(CN(CCO)C(=O)CCl)cc1,72413,61541,67356,54419,2010,2891,2704,3090,3568,1196,761,2374,146,2,0,0,0
CCN(CC)CCNC(=O)COc1ccc(Cl)cc1O,72412,5183,67355,4194,398,264,234,231,163,90,23,25,5,2,0,0,0
CCN(CC)CC(=O)Nc1ccc(Cl)cc1C(O)c1ccccc1.Cl,72411,61540,67354,54418,46641,39689,8539,5004,360,352,9,13,1,0,0,0,0
Cc1cccc(C)c1N(COC(C)C)C(=O)CCl,72410,61539,67353,13642,5732,7060,4107,1756,1626,686,77,483,0,0,0,0,0
COc1c(C)ccc(C)c1N(COC(C)C)C(=O)CCl,72409,61538,67352,54417,5732,7060,4107,11965,8125,1561,648,483,33,0,0,0,0
COCC(C)N(C(=O)CCl)c1cccnc1OC,72408,61537,67351,54416,46640,39688,32051,26629,21166,9174,648,7712,29,0,0,0,0
COc1cccc(CCNC(=O)CCl)c1,72407,61536,67350,7905,9885,7413,2748,1747,283,301,144,530,3,0,0,0,0
COc1ccccc1CCNC(=O)CCl,72406,61535,67349,7906,9886,7414,7739,6104,283,473,23,41,2,0,0,0,0
CCN(CC)CCNC(=O)COc1ccc(Cl)cc1OC,72405,61534,67348,4194,2751,5107,234,231,163,90,23,25,5,2,0,0,0
CNC(=O)CCl,72404,61533,67347,54415,46639,39687,3539,3753,2186,398,373,529,36,4,0,0,0
CNS(=O)(=O)c1ccc(NC(C)=O)c(Cl)c1,72403,61532,67346,54414,46638,16415,8285,9059,11756,7285,351,1681,18,4,0,0,0
CN(C)C(=O)CN(C)c1ccc(Cl)cc1,72402,61531,67345,54413,46637,10442,6488,11964,5948,3581,17,843,5,0,0,0,0
Cc1ccc(CN(C)C(=O)CCl)o1,72401,61530,67344,13641,9083,3791,5122,4227,3180,3873,648,3510,0,0,0,0,0
Cc1cccc(OCCC(C)C)c1N(C)C(=O)CCl,72400,61529,67343,54412,9082,10456,16704,11963,6932,5431,259,483,18,0,0,0,0
Cc1cccc(OC(C)C)c1N(C)C(=O)CCl,72399,61528,67342,54411,9082,10456,6498,11963,6932,1561,66,483,18,0,0,0,0
Cn1c(NC(=O)CCl)nnc1-c1ccc([N+](=O)[O-])o1,72398,11227,67341,4182,4026,5340,1628,1557,1419,1417,93,1583,165,4,0,0,0
O=C(COc1ccc(NC(=S)Nc2ccc(CCl)cc2)cc1)N(C1CCCCC1)C1CCCCC1,72397,61527,67340,54410,46636,39686,32050,26628,21165,9172,210,4995,217,5,0,0,0
CSc1c(Cl)nc(N(C)C(C)=O)nc1N1CCN(C)CC1.Cl,72396,61526,67339,54409,46635,10455,241,358,630,1013,223,1256,546,1,0,0,0
